CAMIS,Longitude,Latitude,Source,Dataset Date,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,geo_key,ditance,distance
40684999,-73.91435664,40.8147974,TIGER/ArcMap,5/15/2015,BURGER KING,BRONX,521,EAST  149 STREET,10455.0,3473446817.0,Hamburgers,03/06/2012,Violations were cited in the following area(s).,10G,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Not Critical,13.0,A,03/06/2012,07/04/2015,Cycle Inspection / Initial Inspection,"(40.814797399999996, -73.914356639999994)",0.199922047065,0.199922047065
40690019,-73.99144423,40.73208761,TIGER/ArcMap,5/15/2015,MODERN GOURMET,MANHATTAN,793,BROADWAY,10003.0,2126770047.0,American ,12/24/2014,Violations were cited in the following area(s).,22C,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,70.0,Z,12/20/2012,07/04/2015,Trans Fat / Re-inspection,"(40.732087610000001, -73.991444229999999)",0.194856814496,0.194856814496
40689838,-73.96799353,40.8010174,TIGER/ArcMap,5/15/2015,SMOKE,MANHATTAN,2751,BROADWAY,10025.0,2128646662.0,American ,11/27/2012,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,16.0,A,10/13/2011,07/04/2015,Trans Fat / Initial Inspection,"(40.801017399999999, -73.967993530000001)",0.0665145182589,0.0665145182589
40692073,-73.99906184,40.67595802,TIGER/ArcMap,5/15/2015,MEZCAL'S RESTAURANT,BROOKLYN,522,COURT STREET,11231.0,7182372230.0,Mexican,11/17/2014,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,23.0,B,11/17/2014,07/04/2015,Trans Fat / Initial Inspection,"(40.675958020000003, -73.999061839999996)",0.366535103946,0.366535103946
40692411,-74.00448603,40.73330296,TIGER/ArcMap,5/15/2015,HAVANA ALMA DE CUBA,MANHATTAN,94        ,CHRISTOPHER STREET                                ,10014.0,2122423800.0,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",08/19/2013,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,59.0,C,08/19/2013,07/04/2015,Smoke-Free Air Act / Initial Inspection,"(40.733302960000003, -74.004486029999995)",0.344883610694,0.344883610694
40693544,-73.98434596,40.75669914,TIGER/ArcMap,5/15/2015,BELASCO THEATRE,MANHATTAN,111       ,WEST   44 STREET                                  ,10036.0,2125867610.0,American ,10/15/2013,Violations were cited in the following area(s).,10J,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12.0,A,10/15/2013,07/04/2015,Cycle Inspection / Initial Inspection,"(40.756699140000002, -73.984345959999999)",0.330420379339,0.330420379339
40693546,-73.98526263,40.7602336,TIGER/ArcMap,5/15/2015,LONGACRE THEATRE,MANHATTAN,220       ,WEST   48 STREET                                  ,10036.0,2125867610.0,American ,10/14/2014,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,15.0,A,10/14/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.760233599999999, -73.985262629999994)",0.476594335549,0.476594335549
40695079,-73.97088597,40.79600827,TIGER/ArcMap,5/15/2015,LENNY'S BAGELS,MANHATTAN,2601      ,BROADWAY                                                                                            ,10025.0,2122220410.0,Bagels/Pretzels,12/13/2012,Violations were cited in the following area(s).,10F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,31.0,A,07/19/2012,07/04/2015,Cycle Inspection / Re-inspection,"(40.796008270000002, -73.970885969999998)",0.381401172199,0.381401172199
40697311,-73.9930214,40.7526827,TIGER/ArcMap,5/15/2015,STARBUCKS COFFEE,MANHATTAN,494,8 AVENUE,10001.0,2129473860.0,Café/Coffee/Tea,11/07/2014,Violations were cited in the following area(s).,20D,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,40.0,A,11/07/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.752682700000008, -73.993021400000003)",0.202535055108,0.202535055108
40697315,-73.99115858,40.75128059,TIGER/ArcMap,5/15/2015,STARBUCKS COFFEE #7446,MANHATTAN,205,WEST   34 STREET,10001.0,2122791122.0,Café/Coffee/Tea,12/27/2013,Violations were cited in the following area(s).,20F,Toilet facility not provided for employees or for patrons when required.,Not Critical,15.0,A,12/27/2013,07/04/2015,Cycle Inspection / Re-inspection,"(40.75128059, -73.991158580000004)",0.166448052395,0.166448052395
40697681,-73.98666783,40.7634062,TIGER/ArcMap,5/15/2015,VICE VERSA,MANHATTAN,325,WEST   51 STREET,10019.0,2123999291.0,Italian,04/15/2015,Violations were cited in the following area(s).,10J,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Not Critical,25.0,A,04/15/2015,07/04/2015,Cycle Inspection / Re-inspection,"(40.763406200000006, -73.986667830000002)",0.416396268841,0.416396268841
40698788,-73.99106517,40.76046554,TIGER/ArcMap,5/15/2015,JUICE GENERATION,MANHATTAN,644,NINTH AVENUE,10036.0,2125415600.0,"Juice, Smoothies, Fruit Salads",09/10/2014,Violations were cited in the following area(s).,10F,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Not Critical,28.0,A,09/10/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.760465539999998, -73.991065169999999)",0.436438526934,0.436438526934
40698537,-73.98695789,40.76609892,TIGER/ArcMap,5/15/2015,EL CENTRO,MANHATTAN,824,9 AVENUE,10019.0,6467636585.0,Mexican,11/23/2012,Violations were cited in the following area(s).,99B,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,26.0,B,11/04/2011,07/04/2015,Cycle Inspection / Re-inspection,"(40.766098919999997, -73.986957889999999)",0.302615488533,0.302615488533
40698704,-74.00163523,40.72140836,TIGER/ArcMap,5/15/2015,LE PAIN QUOTIDIEN,MANHATTAN,100,GRAND STREET,10013.0,2126259009.0,Sandwiches,12/30/2011,Violations were cited in the following area(s).,10F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,11.0,A,12/30/2011,07/04/2015,Cycle Inspection / Initial Inspection,"(40.721408359999998, -74.001635230000005)",0.130025465483,0.130025465483
40698892,-73.99277126,40.73660701,TIGER/ArcMap,5/15/2015,15 EAST RESTAURANT,MANHATTAN,15,EAST   15 STREET,10003.0,2126470015.0,Japanese,12/19/2012,Violations were cited in the following area(s).,20F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,64.0,Z,10/22/2013,07/04/2015,Cycle Inspection / Second Compliance Inspection,"(40.73660701, -73.992771259999998)",0.199303113236,0.199303113236
40698807,-73.99176205,40.75973666,TIGER/ArcMap,5/15/2015,MAMA MIA 44 SW,MANHATTAN,621       ,9 AVENUE                                          ,10036.0,2123154582.0,Italian,11/19/2013,Violations were cited in the following area(s).,22A,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Not Critical,56.0,Z,11/19/2013,07/04/2015,Trans Fat / Re-inspection,"(40.759736660000002, -73.991762050000006)",0.39511178876,0.39511178876
40700664,-73.996419,40.71938819,TIGER/ArcMap,5/15/2015,PHO BANG RESTAURANT,MANHATTAN,157,MOTT STREET,10013.0,2129663797.0,Vietnamese/Cambodian/Malaysia,12/24/2012,Violations were cited in the following area(s).,20F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,53.0,Z,12/24/2012,07/04/2015,Cycle Inspection / Reopening Inspection,"(40.719388189999997, -73.996418999999989)",0.281354250044,0.281354250044
40701525,-73.98613542,40.75663515,TIGER/ArcMap,5/15/2015,"SKADDEN ARPS, SLATE",MANHATTAN,4,TIMES SQUARE,10036.0,2127355243.0,American ,08/26/2013,Violations were cited in the following area(s).,22C,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,21.0,A,08/26/2013,07/04/2015,Cycle Inspection / Re-inspection,"(40.756635150000001, -73.986135419999997)",0.25179640292,0.25179640292
40701954,-73.99000074,40.75196299,TIGER/ArcMap,5/15/2015,THE BREAD FACTORY CAFE,MANHATTAN,470       ,   7 AVENUE                                       ,10018.0,2122796665.0,American ,12/18/2014,Violations were cited in the following area(s).,10J,Thawing procedures improper.,Not Critical,25.0,A,12/18/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.751962990000003, -73.990000739999999)",0.156500338771,0.156500338771
40702276,-74.00207327,40.72564503,TIGER/ArcMap,5/15/2015,SNACK,MANHATTAN,105,THOMPSON ST,10012.0,2129251040.0,Greek,11/20/2013,Violations were cited in the following area(s).,10H,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,27.0,A,11/20/2013,07/04/2015,Cycle Inspection / Re-inspection,"(40.725645030000003, -74.002073269999997)",0.422448866549,0.422448866549
40703714,-73.98507023,40.7617914,TIGER/ArcMap,5/15/2015,PALM RESTAURANT,MANHATTAN,250       ,WEST   50 STREET                                  ,10019.0,2123337256.0,Steak,12/08/2012,Violations were cited in the following area(s).,15L,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,45.0,A,06/18/2012,07/04/2015,Smoke-Free Air Act / Initial Inspection,"(40.7617914, -73.985070230000005)",0.474963254619,0.474963254619
40703670,-74.0033059,40.73190251,TIGER/ArcMap,5/15/2015,GHANDI CAFE,MANHATTAN,283       ,BLEECKER STREET                                   ,10014.0,2126451456.0,Indian,09/21/2011,Violations were cited in the following area(s).,10F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,53.0,B,09/21/2011,07/04/2015,Cycle Inspection / Re-inspection,"(40.731902509999998, -74.003305900000001)",0.41744288646,0.41744288646
40703739,-73.99404741,40.73003518,TIGER/ArcMap,5/15/2015,JOSIE WOOD'S PUB,MANHATTAN,11        ,WAVERLY PLACE                                     ,10003.0,2122289909.0,American ,10/03/2011,Violations were cited in the following area(s).,10H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Not Critical,24.0,A,10/03/2011,07/04/2015,Cycle Inspection / Re-inspection,"(40.730035180000002, -73.994047409999993)",0.385548314665,0.385548314665
40703801,-73.99110005,40.7553222,TIGER/ArcMap,5/15/2015,STARBUCKS COFFEE,MANHATTAN,600       ,8 AVENUE                                          ,10018.0,2129977337.0,Café/Coffee/Tea,12/16/2011,Violations were cited in the following area(s).,20D,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,16.0,A,12/16/2011,07/04/2015,Cycle Inspection / Re-inspection,"(40.755322200000002, -73.99110005)",0.104373699839,0.104373699839
40703843,-73.98646067,40.75536668,TIGER/ArcMap,5/15/2015,STARBUCKS COFFEE # 7463,MANHATTAN,1460      ,BROADWAY                                                                                            ,10036.0,2128690191.0,Café/Coffee/Tea,08/30/2014,Violations were cited in the following area(s).,16A,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,02/11/2014,07/04/2015,Trans Fat / Re-inspection,"(40.755366680000002, -73.98646067)",0.18909838348,0.18909838348
40703837,-74.00917084,40.715499,TIGER/ArcMap,5/15/2015,STARBUCKS COFFEE,MANHATTAN,95        ,WEST BROADWAY                                     ,10013.0,2127916368.0,Café/Coffee/Tea,04/06/2012,Violations were cited in the following area(s).,10F,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,28.0,A,04/06/2012,07/04/2015,Cycle Inspection / Re-inspection,"(40.715499000000001, -74.009170839999996)",0.234727819813,0.234727819813
40703795,-73.98248901,40.76825846,TIGER/ArcMap,5/15/2015,STARBUCKS COFFEE,MANHATTAN,2,COLUMBUS AVENUE,10019.0,2124896757.0,Café/Coffee/Tea,12/27/2013,Violations were cited in the following area(s).,20D,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,17.0,A,06/20/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.768258459999998, -73.982489009999995)",0.029389808246,0.029389808246
40704315,-74.00171296,40.73247339,TIGER/ArcMap,5/15/2015,RAMEN-YA,MANHATTAN,181,WEST    4 STREET,10014.0,2129895440.0,Japanese,11/21/2013,Violations were cited in the following area(s).,10H,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,36.0,Z,11/21/2013,07/04/2015,Cycle Inspection / Re-inspection,"(40.732473390000003, -74.001712960000006)",0.369345546221,0.369345546221
40704853,-73.98814398,40.75660247,TIGER/ArcMap,5/15/2015,B.B. KINGS,MANHATTAN,243       ,WEST   42 STREET                                  ,10036.0,2129974543.0,American ,11/21/2011,Violations were cited in the following area(s).,22E,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,80.0,C,11/21/2011,07/04/2015,Trans Fat / Initial Inspection,"(40.756602469999997, -73.988143980000004)",0.184256857482,0.184256857482
40705487,-73.9622801,40.80525709,TIGER/ArcMap,5/15/2015,STROKOS GOURMET DELI,MANHATTAN,1090,AMSTERDAM AVE,10025.0,2126662121.0,Delicatessen,11/13/2014,Violations were cited in the following area(s).,16A,Proper sanitization not provided for utensil ware washing operation.,Not Critical,22.0,B,09/12/2013,07/04/2015,Trans Fat / Re-inspection,"(40.805257089999998, -73.962280100000001)",0.218981478425,0.218981478425
40705978,-73.99248412,40.75364786,TIGER/ArcMap,5/15/2015,WHITE CASTLE,MANHATTAN,525       ,8 AVENUE                                          ,10018.0,2127314746.0,Hamburgers,03/17/2014,Violations were cited in the following area(s).,22C,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,03/17/2014,07/04/2015,Cycle Inspection / Initial Inspection,"(40.753647860000001, -73.99248412)",0.149596135115,0.149596135115
40705931,-74.00011611,40.73218685,TIGER/ArcMap,5/15/2015,BLUE HILL RESTAURANT,MANHATTAN,75        ,WASHINGTON PLACE                                  ,10011.0,2125391776.0,American ,10/09/2012,Violations were cited in the following area(s).,10J,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Not Critical,26.0,A,10/09/2012,07/04/2015,Cycle Inspection / Re-inspection,"(40.732186849999998, -74.000116109999993)",0.397788111013,0.397788111013
40706408,-73.989756,40.73095783,TIGER/ArcMap,5/15/2015,BLACK AND WHITE,MANHATTAN,86,EAST 10 STREET,10003.0,2122530246.0,American ,09/16/2014,Violations were cited in the following area(s).,15L,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,25.0,A,09/16/2014,07/04/2015,Smoke-Free Air Act / Re-inspection,"(40.730957830000001, -73.989756)",0.256560243668,0.256560243668
40709138,-73.98605427,40.7622447,TIGER/ArcMap,5/15/2015,THALIA,MANHATTAN,828       ,8 AVENUE                                          ,10019.0,2123994444.0,American ,12/17/2014,Violations were cited in the following area(s).,10F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,27.0,A,10/02/2012,07/04/2015,Cycle Inspection / Re-inspection,"(40.762244700000004, -73.986054269999997)",0.467315002248,0.467315002248
40709941,-74.00484524,40.72098082,TIGER/ArcMap,5/15/2015,PEPOLINO,MANHATTAN,281       ,WEST BROADWAY                                     ,10013.0,2129669983.0,Italian,12/27/2012,Violations were cited in the following area(s).,10H,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Not Critical,26.0,B,06/20/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.720980820000001, -74.004845239999995)",0.189853985977,0.189853985977
40710515,-73.9841978,40.74882187,TIGER/ArcMap,5/15/2015,C.U.N.Y CAFE,MANHATTAN,365       ,FIFTH AVENUE                                                                                        ,10016.0,2128177950.0,American ,08/13/2014,Violations were cited in the following area(s).,10H,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,30.0,A,08/13/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.74882187, -73.984197800000004)",0.47252111631,0.47252111631
40710953,-73.96378423,40.80805344,TIGER/ArcMap,5/15/2015,CAFE 212/COLUMBIA CATERING KITCHEN - ALFRED LERNER HALL,MANHATTAN,2920      ,BROADWAY                                                                                            ,10027.0,2128540192.0,Café/Coffee/Tea,11/10/2014,Violations were cited in the following area(s).,10F,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Not Critical,21.0,A,11/10/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.808053440000002, -73.963784230000002)",0.391821950312,0.391821950312
40710951,-73.96009914,40.80648947,TIGER/ArcMap,5/15/2015,LENFEST CAFE - JEROME GREEN HALL,MANHATTAN,435       ,WEST  116 STREET                                  ,10027.0,2128544999.0,Café/Coffee/Tea,12/10/2014,Violations were cited in the following area(s).,10F,Thawing procedures improper.,Not Critical,30.0,A,12/10/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.806489470000002, -73.960099139999997)",0.185819687854,0.185819687854
40710955,-73.99369283,40.68208192,TIGER/ArcMap,5/15/2015,THE GROCERY,BROOKLYN,288       ,SMITH STREET                                      ,11231.0,7185963335.0,American ,10/11/2013,Violations were cited in the following area(s).,20A,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Not Critical,29.0,A,10/11/2013,07/04/2015,Cycle Inspection / Re-inspection,"(40.682081920000002, -73.993692830000001)",0.141897579792,0.141897579792
40711694,-73.99793591,40.71666301,TIGER/ArcMap,5/15/2015,FAY DA BAKERY,MANHATTAN,83        ,MOTT STREET                                       ,10013.0,2127913884.0,Bakery,03/30/2012,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,9.0,A,03/30/2012,07/04/2015,Cycle Inspection / Initial Inspection,"(40.716663009999998, -73.997935909999995)",0.282275973187,0.282275973187
40715321,-73.982209,40.75756495,TIGER/ArcMap,5/15/2015,AMERADA HESS EXPRESS CAFE,MANHATTAN,1185      ,6 AVENUE                                          ,10036.0,2125368442.0,American ,05/12/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,05/12/2015,07/04/2015,Cycle Inspection / Initial Inspection,"(40.757564950000003, -73.982208999999997)",0.457336680835,0.457336680835
40714371,-73.99871374,40.67667822,TIGER/ArcMap,5/15/2015,LE PETIT CAFE,BROOKLYN,502,COURT STREET,11231.0,7185967060.0,American ,11/13/2013,Violations were cited in the following area(s).,16B,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,52.0,A,10/23/2013,07/04/2015,Trans Fat / Second Compliance Inspection,"(40.676678219999999, -73.998713739999999)",0.315660413103,0.315660413103
40715362,-73.98524159,40.76358835,TIGER/ArcMap,5/15/2015,STARBUCKS COFFEE,MANHATTAN,871       ,8 AVENUE                                          ,10019.0,2122467699.0,Café/Coffee/Tea,06/15/2012,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,12.0,A,06/15/2012,07/04/2015,Cycle Inspection / Initial Inspection,"(40.763588349999999, -73.985241590000001)",0.365431180216,0.365431180216
40715372,-73.96805388,40.80054251,TIGER/ArcMap,5/15/2015,HENRY'S,MANHATTAN,2745,BROADWAY,10025.0,2128660600.0,American ,10/31/2014,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,24.0,A,10/31/2014,07/04/2015,Trans Fat / Initial Inspection,"(40.80054251, -73.968053879999999)",0.0634312203151,0.0634312203151
40716092,-74.00567896,40.72000379,TIGER/ArcMap,5/15/2015,TRIBECA PARK CAFE,MANHATTAN,1         ,WALKER STREET                                     ,10013.0,2122260665.0,Delicatessen,12/22/2014,Violations were cited in the following area(s).,10J,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,41.0,B,12/22/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.72000379, -74.005678959999997)",0.135602898499,0.135602898499
40718574,-73.98301413,40.75195218,TIGER/ArcMap,5/15/2015,WINDFALL,MANHATTAN,23,WEST   39 STREET,10018.0,2128694606.0,American ,12/17/2013,Violations were cited in the following area(s).,20F,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,56.0,C,12/17/2013,07/04/2015,Trans Fat / Second Compliance Inspection,"(40.751952180000004, -73.983014130000001)",0.385884428127,0.385884428127
40718835,-73.98148641,40.75549643,TIGER/ArcMap,5/15/2015,TRIOMPHE,MANHATTAN,49,WEST   44 STREET,10036.0,2124534033,American ,09/18/2012,Violations were cited in the following area(s).,10F,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Not Critical,36.0,A,09/18/2012,07/04/2015,Cycle Inspection / Re-inspection,"(40.755496430000001, -73.981486410000002)",0.441666482943,0.441666482943
40719059,-73.99277126,40.73660701,TIGER/ArcMap,5/15/2015,PARK BAR,MANHATTAN,15,EAST   15 STREET,10003.0,2123679085,American ,11/07/2014,Violations were cited in the following area(s).,10J,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Not Critical,14.0,A,09/03/2013,07/04/2015,Inter-Agency Task Force / Initial Inspection,"(40.73660701, -73.992771259999998)",0.199303113236,0.199303113236
40720599,-73.99874499,40.71465506,TIGER/ArcMap,5/15/2015,PEKING DUCK HOUSE,MANHATTAN,28,MOTT STREET,10013.0,2122271810,Chinese,12/18/2013,Violations were cited in the following area(s).,10J,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,72.0,C,12/12/2012,07/04/2015,Cycle Inspection / Reopening Inspection,"(40.714655059999998, -73.998744990000006)",0.371914925253,0.371914925253
40720911,-74.00575022,40.71982851,TIGER/ArcMap,5/15/2015,ANOTHEROOM,MANHATTAN,249,WEST BROADWAY,10013.0,2122261418,American ,12/27/2013,Violations were cited in the following area(s).,22A,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,20.0,A,08/19/2014,07/04/2015,Smoke-Free Air Act / Re-inspection,"(40.719828509999999, -74.005750219999996)",0.122973475152,0.122973475152
40722258,-73.98217591,40.76924977,TIGER/ArcMap,5/15/2015,SAPPHIRE INDIAN CUISINE,MANHATTAN,1845,BROADWAY,10023.0,2122454444,Indian,08/30/2014,Violations were cited in the following area(s).,10F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,36.0,C,08/30/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.769249770000002, -73.982175909999995)",0.0703960591144,0.0703960591144
40722665,-73.98519343,40.74768346,TIGER/ArcMap,5/15/2015,STARBUCKS COFFEE,MANHATTAN,334,5 AVENUE,10001.0,2122792960,Café/Coffee/Tea,12/17/2012,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,12/17/2012,07/04/2015,Cycle Inspection / Initial Inspection,"(40.747683459999998, -73.985193429999995)",0.449391007147,0.449391007147
40723269,-73.99447566,40.72170436,TIGER/ArcMap,5/15/2015,PEASANT,MANHATTAN,194       ,ELIZABETH STREET                                  ,10012.0,2129659511,American ,11/15/2013,Violations were cited in the following area(s).,22C,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,37.0,Z,10/22/2014,07/04/2015,Trans Fat / Re-inspection,"(40.721704359999997, -73.994475660000006)",0.411610344431,0.411610344431
40725911,-73.97713429,40.76423535,TIGER/ArcMap,5/15/2015,RUE 57,MANHATTAN,60,WEST   57 STREET,10019.0,2123075656,French,09/26/2012,Violations were cited in the following area(s).,10F,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Not Critical,27.0,A,09/26/2012,07/04/2015,Cycle Inspection / Re-inspection,"(40.76423535, -73.977134289999995)",0.374035682926,0.374035682926
40726118,-73.99935754,40.71724727,TIGER/ArcMap,5/15/2015,DRAGON LAND BAKERY,MANHATTAN,135       ,WALKER STREET                                     ,10013.0,2122192012,Chinese,12/11/2013,Violations were cited in the following area(s).,16A,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,31.0,A,11/10/2014,07/04/2015,Trans Fat / Re-inspection,"(40.717247270000001, -73.999357540000005)",0.202123403207,0.202123403207
40726194,-73.98861584,40.7536367,TIGER/ArcMap,5/15/2015,STARBUCKS COFFEE,MANHATTAN,525,7 AVENUE,10018.0,2128695273,Café/Coffee/Tea,06/10/2014,Violations were cited in the following area(s).,22C,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,10.0,A,06/10/2014,07/04/2015,Cycle Inspection / Initial Inspection,"(40.753636700000001, -73.988615839999994)",0.0712731147479,0.0712731147479
40727820,-73.9964429,40.72459429,TIGER/ArcMap,5/15/2015,HOUSING WORKS FOOD,MANHATTAN,126       ,CROSBY STREET                                     ,10012.0,2129660466,American ,08/27/2013,Violations were cited in the following area(s).,10J,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,20.0,A,08/27/2013,07/04/2015,Cycle Inspection / Re-inspection,"(40.724594289999999, -73.996442900000005)",0.44790277706,0.44790277706
40728223,-73.98927046,40.75048226,TIGER/ArcMap,5/15/2015,AU BON PAIN,MANHATTAN,151       ,WEST   34 STREET                                  ,10001.0,2122445573,Sandwiches/Salads/Mixed Buffet,12/28/2011,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,34.0,A,12/28/2011,07/04/2015,Cycle Inspection / Re-inspection,"(40.750482259999998, -73.98927046)",0.225264582431,0.225264582431
40728151,-74.01062625,40.7174431,TIGER/ArcMap,5/15/2015,ROC RESTAURANT,MANHATTAN,323       ,GREENWICH STREET                                  ,10013.0,2126253333,Italian,10/22/2014,Violations were cited in the following area(s).,16B,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,20.0,A,10/22/2014,07/04/2015,Trans Fat / Initial Inspection,"(40.717443100000004, -74.010626250000001)",0.232690957284,0.232690957284
40728858,-74.00065908,40.73149581,TIGER/ArcMap,5/15/2015,VOL DE NUIT,MANHATTAN,148,WEST    4 STREET,10012.0,2129823388,French,12/11/2014,Violations were cited in the following area(s).,22C,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,26.0,A,12/11/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.731495809999998, -74.000659080000005)",0.44013794742,0.44013794742
40729002,-73.96602078,40.80303378,TIGER/ArcMap,5/15/2015,SAJI'S JAPANESE FOOD,MANHATTAN,256       ,WEST  109 STREET                                  ,10025.0,2127491834,Japanese,12/29/2011,Violations were cited in the following area(s).,20A,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Not Critical,31.0,B,12/29/2011,07/04/2015,Trans Fat / Initial Inspection,"(40.80303378, -73.966020779999994)",0.173102892722,0.173102892722
