CAMIS,Longitude,Latitude,Source,Dataset Date
50008955,-73.98478671,40.71978733,TIGER/ArcMap,5/15/2015
50008960,-73.98283512,40.74201812,TIGER/ArcMap,5/15/2015
50008942,-74.00916692,40.63595748,TIGER/ArcMap,5/15/2015
50008938,-73.94817288,40.59302437,TIGER/ArcMap,5/15/2015
50008977,-74.00477228,40.74188791,TIGER/ArcMap,5/15/2015
50008995,-74.00718764,40.73423619,TIGER/ArcMap,5/15/2015
50008984,-73.93145999,40.66604679,TIGER/ArcMap,5/15/2015
50008990,-73.8273332,40.83204923,TIGER/ArcMap,5/15/2015
50009001,-73.98942936,40.729417,TIGER/ArcMap,5/15/2015
50009013,-74.01306584,40.63201599,TIGER/ArcMap,5/15/2015
50009007,-73.99110898,40.76040595,TIGER/ArcMap,5/15/2015
50009019,-73.9568309,40.7665505,TIGER/ArcMap,5/15/2015
50009022,-73.99789875,40.71349722,TIGER/ArcMap,5/15/2015
50009033,-73.97364836,40.7477275,TIGER/ArcMap,5/15/2015
50009048,-73.97535283,40.75807333,TIGER/ArcMap,5/15/2015
50009039,-73.98277112,40.73543998,TIGER/ArcMap,5/15/2015
50009057,-73.94864189,40.71260361,TIGER/ArcMap,5/15/2015
50009053,-73.97535283,40.75807333,TIGER/ArcMap,5/15/2015
50009047,-73.98932546,40.74398998,TIGER/ArcMap,5/15/2015
50009061,-73.88366722,40.88069035,TIGER/ArcMap,5/15/2015
50009060,-73.97535283,40.75807333,TIGER/ArcMap,5/15/2015
50009058,-73.97535283,40.75807333,TIGER/ArcMap,5/15/2015
50009065,-73.97535283,40.75807333,TIGER/ArcMap,5/15/2015
50009070,-74.01266957,40.70647022,TIGER/ArcMap,5/15/2015
50009089,-73.97557134,40.69723791,TIGER/ArcMap,5/15/2015
50009095,-73.96273094,40.75728753,TIGER/ArcMap,5/15/2015
50009086,-73.99946491,40.71950723,TIGER/ArcMap,5/15/2015
50009096,-73.95294484,40.77634328,TIGER/ArcMap,5/15/2015
50009079,-73.99901868,40.60499965,TIGER/ArcMap,5/15/2015
50009118,-73.9743548,40.76399436,TIGER/ArcMap,5/15/2015
50009126,-73.94730766,40.77959829,TIGER/ArcMap,5/15/2015
50009127,-73.9943825,40.69035476,TIGER/ArcMap,5/15/2015
50009132,-73.98540508,40.74786041,TIGER/ArcMap,5/15/2015
50009137,-73.9864721,40.73293038,TIGER/ArcMap,5/15/2015
50009134,-73.89502693,40.67595472,TIGER/ArcMap,5/15/2015
50009143,-73.95330577,40.58786538,TIGER/ArcMap,5/15/2015
50009148,-74.00588999,40.71154387,TIGER/ArcMap,5/15/2015
50009142,-73.92436343,40.70216257,TIGER/ArcMap,5/15/2015
50009159,-73.99477931,40.72092301,TIGER/ArcMap,5/15/2015
50009210,-74.00478855,40.72105265,TIGER/ArcMap,5/15/2015
50009155,-73.73490959,40.66487963,TIGER/ArcMap,5/15/2015
50009215,-73.92637578,40.70344196,TIGER/ArcMap,5/15/2015
50009222,-73.99636017,40.71915501,TIGER/ArcMap,5/15/2015
50009225,-73.96766371,40.68078666,TIGER/ArcMap,5/15/2015
50009230,-73.95903954,40.71687789,TIGER/ArcMap,5/15/2015
50009228,-74.00680243,40.70832563,TIGER/ArcMap,5/15/2015
50009217,-73.96107509,40.67189508,TIGER/ArcMap,5/15/2015
50009226,-73.97790929,40.7461302,TIGER/ArcMap,5/15/2015
50009231,-73.92044181,40.68552108,TIGER/ArcMap,5/15/2015
50009287,-73.95031417,40.78659237,TIGER/ArcMap,5/15/2015
50009239,-73.98968409,40.71914045,TIGER/ArcMap,5/15/2015
50009290,-73.91486698,40.83920578,TIGER/ArcMap,5/15/2015
50009293,-73.98444072,40.69157701,TIGER/ArcMap,5/15/2015
50009307,-73.95957681,40.72076261,TIGER/ArcMap,5/15/2015
50009320,-73.96129759,40.71456847,TIGER/ArcMap,5/15/2015
50009304,-73.87588205,40.82906766,TIGER/ArcMap,5/15/2015
50009324,-73.90800844,40.70293035,TIGER/ArcMap,5/15/2015
50009326,-73.9977078,40.71940255,TIGER/ArcMap,5/15/2015
50009335,-73.97517841,40.75252293,TIGER/ArcMap,5/15/2015
50009331,-73.97895622,40.78533455,TIGER/ArcMap,5/15/2015
50009338,-73.97494661,40.75597335,TIGER/ArcMap,5/15/2015
50009321,-73.95240804,40.80022294,TIGER/ArcMap,5/15/2015
50009336,-73.95638998,40.60965335,TIGER/ArcMap,5/15/2015
50009344,-73.9769557,40.76258866,TIGER/ArcMap,5/15/2015
50009343,-73.89328815,40.88280283,TIGER/ArcMap,5/15/2015
50009345,-74.00677692,40.70979703,TIGER/ArcMap,5/15/2015
50009342,-73.88731677,40.85975165,TIGER/ArcMap,5/15/2015
50009339,-73.93058511,40.61682225,TIGER/ArcMap,5/15/2015
50009340,-73.98051573,40.66032806,TIGER/ArcMap,5/15/2015
50009349,-73.9573498,40.60844963,TIGER/ArcMap,5/15/2015
50009353,-73.99743392,40.71804444,TIGER/ArcMap,5/15/2015
50009346,-74.00984325,40.72147353,TIGER/ArcMap,5/15/2015
50009359,-73.9099081,40.70405245,TIGER/ArcMap,5/15/2015
50009366,-73.99469146,40.71836044,TIGER/ArcMap,5/15/2015
50009364,-73.95698549,40.68735432,TIGER/ArcMap,5/15/2015
50009380,-73.99163707,40.71488122,TIGER/ArcMap,5/15/2015
50009379,-73.94112868,40.68428902,TIGER/ArcMap,5/15/2015
50009381,-73.90602897,40.87728482,TIGER/ArcMap,5/15/2015
50009386,-73.99118226,40.75203662,TIGER/ArcMap,5/15/2015
50009409,-73.90507028,40.85870354,TIGER/ArcMap,5/15/2015
50009408,-73.88665646,40.81679893,TIGER/ArcMap,5/15/2015
50009407,-73.9832127,40.7763439,TIGER/ArcMap,5/15/2015
50009389,-73.73495803,40.66493382,TIGER/ArcMap,5/15/2015
50009413,-73.95026386,40.65656105,TIGER/ArcMap,5/15/2015
50009430,-73.97325609,40.75189834,TIGER/ArcMap,5/15/2015
50009424,-74.00938068,40.63902357,TIGER/ArcMap,5/15/2015
50009420,-74.00076918,40.60098461,TIGER/ArcMap,5/15/2015
50009436,-73.99771711,40.74624006,TIGER/ArcMap,5/15/2015
50009435,-73.99740385,40.71662774,TIGER/ArcMap,5/15/2015
50009437,-73.9213959,40.84005017,TIGER/ArcMap,5/15/2015
50009441,-73.96057743,40.71255949,TIGER/ArcMap,5/15/2015
50009442,-73.96097388,40.807043,TIGER/ArcMap,5/15/2015
50009448,-74.00462914,40.63430474,TIGER/ArcMap,5/15/2015
50009452,-73.9902318,40.74261839,TIGER/ArcMap,5/15/2015
50009455,-73.97240937,40.786279,TIGER/ArcMap,5/15/2015
50009465,-73.96968697,40.75694544,TIGER/ArcMap,5/15/2015
50009466,-73.85076338,40.83106844,TIGER/ArcMap,5/15/2015
50009467,-73.85162883,40.83415128,TIGER/ArcMap,5/15/2015
50009468,-73.95750969,40.64232748,TIGER/ArcMap,5/15/2015
50009469,-73.99440403,40.70295701,TIGER/ArcMap,5/15/2015
50009473,-73.99650374,40.7532286,TIGER/ArcMap,5/15/2015
50009477,-74.0042691,40.7193554,TIGER/ArcMap,5/15/2015
50009480,-73.98849794,40.72979188,TIGER/ArcMap,5/15/2015
50009481,-73.93385143,40.75304216,TIGER/ArcMap,5/15/2015
50009484,-73.90847595,40.74775269,TIGER/ArcMap,5/15/2015
50009485,-73.91988711,40.64349689,TIGER/ArcMap,5/15/2015
50009487,-73.90217313,40.6996146,TIGER/ArcMap,5/15/2015
50009906,-73.99588485,40.73300189,TIGER/ArcMap,5/15/2015
50009899,-73.97973528,40.72276379,TIGER/ArcMap,5/15/2015
50009892,-74.00077705,40.73588501,TIGER/ArcMap,5/15/2015
50009898,-73.92566683,40.70290007,TIGER/ArcMap,5/15/2015
50009890,-73.82004396,40.67797752,TIGER/ArcMap,5/15/2015
50009916,-73.95631754,40.68336476,TIGER/ArcMap,5/15/2015
50009907,-73.98317802,40.61207521,TIGER/ArcMap,5/15/2015
50009923,-73.98730411,40.73610664,TIGER/ArcMap,5/15/2015
50009919,-73.82053907,40.71997995,TIGER/ArcMap,5/15/2015
50009921,-73.98888029,40.75327683,TIGER/ArcMap,5/15/2015
50009924,-73.96824397,40.75938881,TIGER/ArcMap,5/15/2015
50009925,-74.00368848,40.73231855,TIGER/ArcMap,5/15/2015
50009927,-74.00592315,40.65528464,TIGER/ArcMap,5/15/2015
50009928,-73.99431497,40.71733769,TIGER/ArcMap,5/15/2015
50009936,-73.99019101,40.72657488,TIGER/ArcMap,5/15/2015
50009930,-73.89515684,40.83402894,TIGER/ArcMap,5/15/2015
50009937,-73.93906081,40.83681814,TIGER/ArcMap,5/15/2015
50009960,-73.9654665,40.76584055,TIGER/ArcMap,5/15/2015
50009947,-74.00303131,40.62461979,TIGER/ArcMap,5/15/2015
50009962,-74.00554118,40.63926642,TIGER/ArcMap,5/15/2015
50009920,-74.00877688,40.64667604,TIGER/ArcMap,5/15/2015
50009989,-74.00748695,40.72672765,TIGER/ArcMap,5/15/2015
50009988,-73.95557697,40.68105336,TIGER/ArcMap,5/15/2015
50009998,-73.92870388,40.68079445,TIGER/ArcMap,5/15/2015
50009996,-73.99216247,40.73455521,TIGER/ArcMap,5/15/2015
50009991,-73.98201554,40.73841693,TIGER/ArcMap,5/15/2015
50010002,-73.97813233,40.75160958,TIGER/ArcMap,5/15/2015
50010000,-73.96837483,40.76185435,TIGER/ArcMap,5/15/2015
50010007,-73.88610661,40.67942004,TIGER/ArcMap,5/15/2015
50010009,-73.93490611,40.74293181,TIGER/ArcMap,5/15/2015
50010010,-73.95312652,40.69487199,TIGER/ArcMap,5/15/2015
50010022,-74.00801514,40.72582814,TIGER/ArcMap,5/15/2015
50010025,-73.90823097,40.83489647,TIGER/ArcMap,5/15/2015
50010019,-73.83009607,40.68508604,TIGER/ArcMap,5/15/2015
50010029,-73.91016406,40.68280949,TIGER/ArcMap,5/15/2015
50010032,-73.99080179,40.76187404,TIGER/ArcMap,5/15/2015
50010034,-73.94288151,40.79414004,TIGER/ArcMap,5/15/2015
50010033,-73.99954546,40.72021256,TIGER/ArcMap,5/15/2015
50010049,-73.95754717,40.7766946,TIGER/ArcMap,5/15/2015
50010039,-73.96136643,40.80119157,TIGER/ArcMap,5/15/2015
50010054,-73.99052733,40.75176152,TIGER/ArcMap,5/15/2015
50010059,-73.91475581,40.64815768,TIGER/ArcMap,5/15/2015
50010058,-73.8638524,40.83265411,TIGER/ArcMap,5/15/2015
50010063,-73.85951634,40.71186315,TIGER/ArcMap,5/15/2015
50010057,-73.91471902,40.63464998,TIGER/ArcMap,5/15/2015
50010060,-73.80160926,40.7029924,TIGER/ArcMap,5/15/2015
50010065,-74.00399431,40.60800169,TIGER/ArcMap,5/15/2015
50010066,-73.98939493,40.71672774,TIGER/ArcMap,5/15/2015
50010055,-73.80707173,40.79287533,TIGER/ArcMap,5/15/2015
50010069,-73.91680359,40.76156572,TIGER/ArcMap,5/15/2015
50010073,-73.91964489,40.86512428,TIGER/ArcMap,5/15/2015
50010070,-73.76159843,40.76140665,TIGER/ArcMap,5/15/2015
50010067,-73.92675853,40.61901257,TIGER/ArcMap,5/15/2015
50010102,-73.99538986,40.73668818,TIGER/ArcMap,5/15/2015
50010106,-73.93791176,40.80451947,TIGER/ArcMap,5/15/2015
50010077,-73.95512318,40.64007516,TIGER/ArcMap,5/15/2015
50010120,-73.82325316,40.86555171,TIGER/ArcMap,5/15/2015
50010096,-73.99674939,40.61272142,TIGER/ArcMap,5/15/2015
50010082,-73.96352357,40.60676158,TIGER/ArcMap,5/15/2015
50010153,-73.98893987,40.73655062,TIGER/ArcMap,5/15/2015
50010122,-73.88348188,40.74314219,TIGER/ArcMap,5/15/2015
50010143,-73.9203126,40.705056,TIGER/ArcMap,5/15/2015
50010137,-73.95608049,40.71242712,TIGER/ArcMap,5/15/2015
50010158,-73.9769612,40.74330557,TIGER/ArcMap,5/15/2015
50010160,-74.00377323,40.70692397,TIGER/ArcMap,5/15/2015
50010135,-73.82940553,40.75791188,TIGER/ArcMap,5/15/2015
50010165,-73.95874185,40.71697379,TIGER/ArcMap,5/15/2015
50010178,-73.9998589,40.7385632,TIGER/ArcMap,5/15/2015
50010210,-73.98727044,40.75711529,TIGER/ArcMap,5/15/2015
50010182,-73.94300067,40.8110653,TIGER/ArcMap,5/15/2015
50010181,-73.91965196,40.8165248,TIGER/ArcMap,5/15/2015
50010212,-74.00985212,40.72143301,TIGER/ArcMap,5/15/2015
50010225,-73.98521538,40.71895964,TIGER/ArcMap,5/15/2015
50010240,-73.95639838,40.77539976,TIGER/ArcMap,5/15/2015
50010254,-73.9019471,40.76865675,TIGER/ArcMap,5/15/2015
50010233,-73.84581064,40.7827018,TIGER/ArcMap,5/15/2015
50010250,-73.88862394,40.74708438,TIGER/ArcMap,5/15/2015
50010261,-73.94298665,40.71683302,TIGER/ArcMap,5/15/2015
50010263,-73.98016425,40.75171261,TIGER/ArcMap,5/15/2015
50010273,-73.99570489,40.74922632,TIGER/ArcMap,5/15/2015
50010278,-73.99185338,40.7224025,TIGER/ArcMap,5/15/2015
50010282,-73.9166174,40.83987806,TIGER/ArcMap,5/15/2015
50010285,-73.98975488,40.72321909,TIGER/ArcMap,5/15/2015
50010284,-73.85482917,40.89793433,TIGER/ArcMap,5/15/2015
50010287,-73.95801285,40.71261985,TIGER/ArcMap,5/15/2015
50010268,-73.90734479,40.72073979,TIGER/ArcMap,5/15/2015
50010297,-74.00207137,40.74558464,TIGER/ArcMap,5/15/2015
50010256,-73.75563379,40.74928376,TIGER/ArcMap,5/15/2015
50010303,-73.8649057,40.85965951,TIGER/ArcMap,5/15/2015
50010299,-73.96187814,40.71346223,TIGER/ArcMap,5/15/2015
50010310,-73.95655353,40.77117195,TIGER/ArcMap,5/15/2015
50010316,-73.93905097,40.79112675,TIGER/ArcMap,5/15/2015
50010321,-73.91829317,40.75973569,TIGER/ArcMap,5/15/2015
50010319,-73.9079357,40.74176209,TIGER/ArcMap,5/15/2015
50010317,-73.9322415,40.772622,TIGER/ArcMap,5/15/2015
50010324,-73.78209592,40.71312387,TIGER/ArcMap,5/15/2015
50010329,-73.96453203,40.60656483,TIGER/ArcMap,5/15/2015
50010326,-73.90930071,40.75311866,TIGER/ArcMap,5/15/2015
50010340,-73.91301569,40.83853365,TIGER/ArcMap,5/15/2015
50010333,-73.81192508,40.70239563,TIGER/ArcMap,5/15/2015
50010344,-73.90179934,40.85799468,TIGER/ArcMap,5/15/2015
50010338,-73.85458185,40.69279845,TIGER/ArcMap,5/15/2015
50010350,-74.00142953,40.74623681,TIGER/ArcMap,5/15/2015
50010354,-73.88156843,40.85344027,TIGER/ArcMap,5/15/2015
50010362,-73.9885935,40.62078999,TIGER/ArcMap,5/15/2015
50010372,-74.00704086,40.70698984,TIGER/ArcMap,5/15/2015
50010382,-73.98236977,40.74288442,TIGER/ArcMap,5/15/2015
50010383,-73.97959947,40.74358567,TIGER/ArcMap,5/15/2015
50010387,-74.01164098,40.70426413,TIGER/ArcMap,5/15/2015
50010365,-73.98763412,40.72451573,TIGER/ArcMap,5/15/2015
50010393,-73.92119037,40.86753121,TIGER/ArcMap,5/15/2015
50010395,-73.9270097,40.86500604,TIGER/ArcMap,5/15/2015
50010400,-73.98195326,40.74035607,TIGER/ArcMap,5/15/2015
50010397,-73.9237946,40.64486215,TIGER/ArcMap,5/15/2015
50010422,-74.0007303,40.73893183,TIGER/ArcMap,5/15/2015
50010426,-73.9993271,40.71984977,TIGER/ArcMap,5/15/2015
50010419,-73.94247806,40.83745972,TIGER/ArcMap,5/15/2015
50010428,-73.93746697,40.68092759,TIGER/ArcMap,5/15/2015
50010429,-73.91164403,40.82252316,TIGER/ArcMap,5/15/2015
50010420,-73.85220499,40.84254423,TIGER/ArcMap,5/15/2015
50010448,-73.97970928,40.57471792,TIGER/ArcMap,5/15/2015
50010452,-73.95330402,40.77438646,TIGER/ArcMap,5/15/2015
50010439,-73.8657922,40.67754515,TIGER/ArcMap,5/15/2015
50010453,-74.00020226,40.6057078,TIGER/ArcMap,5/15/2015
50010472,-73.95946411,40.69852364,TIGER/ArcMap,5/15/2015
50010430,-73.88971267,40.74923835,TIGER/ArcMap,5/15/2015
50010475,-73.96508453,40.62468432,TIGER/ArcMap,5/15/2015
50010479,-73.99560384,40.72671033,TIGER/ArcMap,5/15/2015
50010487,-73.99264819,40.73554008,TIGER/ArcMap,5/15/2015
50010468,-73.84454082,40.69522498,TIGER/ArcMap,5/15/2015
50010490,-74.00801316,40.71003797,TIGER/ArcMap,5/15/2015
50010495,-73.98809164,40.73216103,TIGER/ArcMap,5/15/2015
50010496,-73.94812305,40.81445329,TIGER/ArcMap,5/15/2015
50010505,-73.93340041,40.79848217,TIGER/ArcMap,5/15/2015
50010502,-73.98468269,40.71902353,TIGER/ArcMap,5/15/2015
50010504,-74.00070058,40.71814975,TIGER/ArcMap,5/15/2015
50010480,-73.83355761,40.75923931,TIGER/ArcMap,5/15/2015
50010507,-73.9267542,40.86080075,TIGER/ArcMap,5/15/2015
50010506,-74.01457184,40.6411065,TIGER/ArcMap,5/15/2015
50010509,-73.98980128,40.73349638,TIGER/ArcMap,5/15/2015
50010546,-73.98736941,40.7218622,TIGER/ArcMap,5/15/2015
50010540,-73.94877294,40.6998801,TIGER/ArcMap,5/15/2015
50010514,-73.96400195,40.59794188,TIGER/ArcMap,5/15/2015
50010526,-73.88387341,40.74687341,TIGER/ArcMap,5/15/2015
50010501,-73.98942652,40.72630382,TIGER/ArcMap,5/15/2015
50010562,-73.86367544,40.83813478,TIGER/ArcMap,5/15/2015
50010567,-73.98134524,40.66706799,TIGER/ArcMap,5/15/2015
50010568,-73.85361258,40.74087049,TIGER/ArcMap,5/15/2015
50010580,-73.87801184,40.88091438,TIGER/ArcMap,5/15/2015
50010584,-73.94873095,40.77787123,TIGER/ArcMap,5/15/2015
50010592,-73.91601833,40.83395736,TIGER/ArcMap,5/15/2015
50010590,-73.95137503,40.71412094,TIGER/ArcMap,5/15/2015
50010608,-73.99453285,40.71930708,TIGER/ArcMap,5/15/2015
50010596,-73.83117426,40.75926755,TIGER/ArcMap,5/15/2015
50010610,-73.99915678,40.68337317,TIGER/ArcMap,5/15/2015
50010628,-73.94907913,40.72427741,TIGER/ArcMap,5/15/2015
50010619,-73.98988601,40.73845715,TIGER/ArcMap,5/15/2015
50010634,-73.9672256,40.76365595,TIGER/ArcMap,5/15/2015
50010635,-73.98169775,40.61051999,TIGER/ArcMap,5/15/2015
50010660,-73.97934589,40.75610429,TIGER/ArcMap,5/15/2015
50010657,-73.97971442,40.7843189,TIGER/ArcMap,5/15/2015
50010614,-73.82167543,40.69112125,TIGER/ArcMap,5/15/2015
50010662,-73.98070591,40.77815653,TIGER/ArcMap,5/15/2015
50010665,-73.96986533,40.75632677,TIGER/ArcMap,5/15/2015
50010667,-73.99252677,40.75421738,TIGER/ArcMap,5/15/2015
50010671,-73.94037864,40.82505305,TIGER/ArcMap,5/15/2015
50010661,-73.95316151,40.77604342,TIGER/ArcMap,5/15/2015
50010593,-73.75650042,40.74884284,TIGER/ArcMap,5/15/2015
50010683,-73.98068459,40.72168509,TIGER/ArcMap,5/15/2015
50010663,-73.92553122,40.61258227,TIGER/ArcMap,5/15/2015
50010676,-73.81466625,40.76233635,TIGER/ArcMap,5/15/2015
50010673,-73.91758688,40.77391106,TIGER/ArcMap,5/15/2015
50010695,-73.92115033,40.76300954,TIGER/ArcMap,5/15/2015
50010691,-73.75371397,40.67936461,TIGER/ArcMap,5/15/2015
50010702,-73.84845763,40.83792872,TIGER/ArcMap,5/15/2015
50010699,-73.88055322,40.80942843,TIGER/ArcMap,5/15/2015
50010706,-74.00280298,40.64155055,TIGER/ArcMap,5/15/2015
50010711,-73.96675344,40.75653293,TIGER/ArcMap,5/15/2015
50010707,-73.88613791,40.67952907,TIGER/ArcMap,5/15/2015
50010727,-73.98414575,40.75162078,TIGER/ArcMap,5/15/2015
50010708,-73.90795669,40.70303878,TIGER/ArcMap,5/15/2015
50010729,-73.98414575,40.75162078,TIGER/ArcMap,5/15/2015
50010736,-73.99587275,40.7385734,TIGER/ArcMap,5/15/2015
50010700,-73.86728304,40.82246036,TIGER/ArcMap,5/15/2015
50010763,-73.87855675,40.87307243,TIGER/ArcMap,5/15/2015
50010767,-73.98290651,40.64034145,TIGER/ArcMap,5/15/2015
50010758,-73.86425648,40.88076955,TIGER/ArcMap,5/15/2015
50010756,-73.95481035,40.63957622,TIGER/ArcMap,5/15/2015
50010755,-74.02992829,40.61913013,TIGER/ArcMap,5/15/2015
50010783,-73.98091732,40.78238254,TIGER/ArcMap,5/15/2015
50010785,-73.97981417,40.74563014,TIGER/ArcMap,5/15/2015
50010777,-73.90762071,40.64375601,TIGER/ArcMap,5/15/2015
50010788,-74.02539355,40.62106552,TIGER/ArcMap,5/15/2015
50010791,-73.97964657,40.74352091,TIGER/ArcMap,5/15/2015
50010802,-73.95169149,40.6427577,TIGER/ArcMap,5/15/2015
50010805,-73.95588473,40.70217504,TIGER/ArcMap,5/15/2015
50010814,-73.92688769,40.86481616,TIGER/ArcMap,5/15/2015
50010795,-73.77627588,40.78381491,TIGER/ArcMap,5/15/2015
50010819,-73.9473169,40.8153293,TIGER/ArcMap,5/15/2015
50010811,-73.87878524,40.68183219,TIGER/ArcMap,5/15/2015
50010822,-73.97579034,40.76278863,TIGER/ArcMap,5/15/2015
50010820,-73.94388987,40.83530139,TIGER/ArcMap,5/15/2015
50010825,-74.02366329,40.6271665,TIGER/ArcMap,5/15/2015
50010830,-73.98951458,40.7625935,TIGER/ArcMap,5/15/2015
50010832,-73.91787513,40.84188246,TIGER/ArcMap,5/15/2015
50010848,-74.00134251,40.74182055,TIGER/ArcMap,5/15/2015
50010845,-73.95636107,40.67532663,TIGER/ArcMap,5/15/2015
50010859,-73.96097762,40.594586,TIGER/ArcMap,5/15/2015
50010855,-73.8247457,40.82900378,TIGER/ArcMap,5/15/2015
50010872,-74.00050168,40.61406603,TIGER/ArcMap,5/15/2015
50010861,-73.7904919,40.67333737,TIGER/ArcMap,5/15/2015
50010873,-73.77055984,40.76260165,TIGER/ArcMap,5/15/2015
50010874,-73.97268454,40.79162542,TIGER/ArcMap,5/15/2015
50010890,-74.00126241,40.74159778,TIGER/ArcMap,5/15/2015
50010891,-73.98916425,40.73898636,TIGER/ArcMap,5/15/2015
50010881,-73.94877294,40.6998801,TIGER/ArcMap,5/15/2015
50010894,-73.96976329,40.75615817,TIGER/ArcMap,5/15/2015
50010888,-73.95495506,40.72032742,TIGER/ArcMap,5/15/2015
50010923,-73.91690775,40.869296,TIGER/ArcMap,5/15/2015
50010900,-73.75157783,40.77221843,TIGER/ArcMap,5/15/2015
50010913,-73.93999294,40.79408531,TIGER/ArcMap,5/15/2015
50010941,-73.94448474,40.58372729,TIGER/ArcMap,5/15/2015
50010943,-73.81567005,40.83041655,TIGER/ArcMap,5/15/2015
50010938,-73.86113243,40.81653552,TIGER/ArcMap,5/15/2015
50010952,-73.9564214,40.66713843,TIGER/ArcMap,5/15/2015
50010948,-73.90875722,40.71311132,TIGER/ArcMap,5/15/2015
50010968,-73.89027248,40.86096557,TIGER/ArcMap,5/15/2015
50010956,-73.82959729,40.75964678,TIGER/ArcMap,5/15/2015
50010974,-73.96887164,40.75426856,TIGER/ArcMap,5/15/2015
50010972,-73.96734912,40.76348747,TIGER/ArcMap,5/15/2015
50010973,-73.88690245,40.74796446,TIGER/ArcMap,5/15/2015
50010975,-73.94445357,40.79775378,TIGER/ArcMap,5/15/2015
50010986,-73.94031506,40.81715015,TIGER/ArcMap,5/15/2015
50010978,-74.00730251,40.63775067,TIGER/ArcMap,5/15/2015
50010977,-73.89739359,40.74314525,TIGER/ArcMap,5/15/2015
50010981,-73.98956887,40.76252018,TIGER/ArcMap,5/15/2015
50010987,-73.88072656,40.6627198,TIGER/ArcMap,5/15/2015
50010991,-73.98991227,40.76228053,TIGER/ArcMap,5/15/2015
50010993,-73.98715575,40.72942,TIGER/ArcMap,5/15/2015
50010979,-73.9297481,40.6188276,TIGER/ArcMap,5/15/2015
50011006,-73.96082491,40.76531606,TIGER/ArcMap,5/15/2015
50011004,-73.88137475,40.82846041,TIGER/ArcMap,5/15/2015
50011013,-73.99344537,40.72163897,TIGER/ArcMap,5/15/2015
50011007,-73.96520399,40.62454462,TIGER/ArcMap,5/15/2015
50011009,-73.87645261,40.82902175,TIGER/ArcMap,5/15/2015
50011014,-73.90691592,40.69713454,TIGER/ArcMap,5/15/2015
50011016,-73.90073599,40.74646079,TIGER/ArcMap,5/15/2015
50011035,-73.9798611,40.73509689,TIGER/ArcMap,5/15/2015
50011036,-73.97082566,40.79586349,TIGER/ArcMap,5/15/2015
50011024,-73.9709829,40.79564712,TIGER/ArcMap,5/15/2015
50011045,-73.8944972,40.85086555,TIGER/ArcMap,5/15/2015
50011053,-73.98423136,40.75234109,TIGER/ArcMap,5/15/2015
50010994,-73.91386151,40.77344463,TIGER/ArcMap,5/15/2015
50011046,-73.99428358,40.60216732,TIGER/ArcMap,5/15/2015
50011057,-73.99184586,40.75486007,TIGER/ArcMap,5/15/2015
50011049,-73.94832024,40.81418507,TIGER/ArcMap,5/15/2015
50011059,-73.98129408,40.72484751,TIGER/ArcMap,5/15/2015
50011060,-73.98364524,40.72302065,TIGER/ArcMap,5/15/2015
50011051,-73.75653483,40.74890976,TIGER/ArcMap,5/15/2015
50011068,-73.91099144,40.67946995,TIGER/ArcMap,5/15/2015
50011091,-73.99148827,40.76776607,TIGER/ArcMap,5/15/2015
50011080,-73.86293677,40.74945484,TIGER/ArcMap,5/15/2015
50011097,-74.00653798,40.7317497,TIGER/ArcMap,5/15/2015
50011089,-73.89974807,40.70056705,TIGER/ArcMap,5/15/2015
50011079,-73.77563178,40.67322329,TIGER/ArcMap,5/15/2015
50011102,-73.90991128,40.81876931,TIGER/ArcMap,5/15/2015
50011112,-74.01047236,40.70389731,TIGER/ArcMap,5/15/2015
50011101,-73.95192045,40.63676413,TIGER/ArcMap,5/15/2015
50011122,-74.00216438,40.73459736,TIGER/ArcMap,5/15/2015
50011120,-74.00375564,40.70690155,TIGER/ArcMap,5/15/2015
50011113,-73.93193556,40.75191978,TIGER/ArcMap,5/15/2015
50011121,-73.95071817,40.63562207,TIGER/ArcMap,5/15/2015
50011127,-74.00111214,40.72936226,TIGER/ArcMap,5/15/2015
50011128,-73.92690001,40.83717301,TIGER/ArcMap,5/15/2015
50011136,-73.98795922,40.72709567,TIGER/ArcMap,5/15/2015
50011133,-73.99203606,40.69021882,TIGER/ArcMap,5/15/2015
50011130,-73.90171182,40.70262055,TIGER/ArcMap,5/15/2015
50011100,-74.0080155,40.6472293,TIGER/ArcMap,5/15/2015
50011135,-73.74046991,40.70372287,TIGER/ArcMap,5/15/2015
50011137,-73.96734299,40.63399527,TIGER/ArcMap,5/15/2015
50011154,-73.99302576,40.7446103,TIGER/ArcMap,5/15/2015
50011159,-73.98866539,40.73691848,TIGER/ArcMap,5/15/2015
50011150,-73.96294514,40.59816734,TIGER/ArcMap,5/15/2015
50011139,-73.98372971,40.66441925,TIGER/ArcMap,5/15/2015
50011145,-73.82028011,40.82464205,TIGER/ArcMap,5/15/2015
50011181,-73.97906952,40.63538907,TIGER/ArcMap,5/15/2015
50011165,-73.99336805,40.74201439,TIGER/ArcMap,5/15/2015
50011198,-73.97851329,40.72039046,TIGER/ArcMap,5/15/2015
50011205,-73.83180565,40.75891291,TIGER/ArcMap,5/15/2015
50011200,-73.9430261,40.71166988,TIGER/ArcMap,5/15/2015
50011207,-73.94166898,40.81311123,TIGER/ArcMap,5/15/2015
50011211,-73.98750037,40.73851479,TIGER/ArcMap,5/15/2015
